,137,1143,1191,1199,1200
138,37.438,34.778,31.163,39.704002,35.030003
139,41.884,34.847,31.348,41.215,40.772003
140,40.274,33.97,30.592001,36.384,39.235
141,41.495,33.078,30.577,37.555,37.724003
142,39.752,36.375,34.686,39.601997,37.447
143,38.349,34.364002,30.559,39.954002,40.855
144,39.163002,32.942,35.855003,39.058,37.871
145,40.802998,34.496002,35.963,34.596,37.54
146,41.478,37.706,32.543,37.758,35.537
147,37.656002,32.208,31.074,37.608997,38.249
148,34.641,32.917,35.371,38.701,41.051
149,40.734,32.851,35.634,38.965,40.927
150,41.365997,34.326,35.721,35.676,39.977
151,38.933002,31.838999,35.626003,40.283,35.521
152,40.79,37.193,34.214,38.95,37.758003
153,41.489002,37.38,35.675003,40.274002,41.662
154,39.779,36.493,33.931,39.142002,41.9
155,41.003,34.914,35.114002,37.864002,39.272
156,41.331997,34.757,35.392002,35.515,40.253002
157,35.667,38.3,33.211002,36.085003,40.963
158,36.072,37.207,35.733,36.118,34.100998
159,34.444,33.739002,35.201,35.926,34.283
160,40.338997,33.817,34.954,39.444,41.954002
161,39.333,37.307003,34.513,40.173,30.5
162,40.878,38.044003,35.481,38.593002,40.394
163,40.995,33.406,32.709,40.586002,37.890003
164,40.538002,29.322,35.8,40.526,34.918
165,42.526,34.042,35.241997,40.996002,41.202
166,35.267,37.649002,35.724003,37.038,41.099003
167,36.275997,37.041,35.534,39.354,41.154
168,39.977,33.4,35.325,39.326,41.402
169,39.656,36.894,35.410004,36.254,40.707
170,35.548,37.384,33.151,37.850002,37.783
171,40.923,37.438,31.14,41.242,39.783
172,37.34,37.489,35.391,40.022,39.634
173,41.568996,32.151,35.362,38.735,40.211002
174,38.227,30.339998,33.827,40.283,39.31
175,35.15,33.378998,34.488,39.868,36.495
176,40.341,36.791,34.441,40.418,38.843002
177,41.194,37.823997,32.567,40.483997,40.626
178,37.6,37.352,35.772003,38.447,40.940998
179,37.271,34.505,35.336998,36.765,39.983
180,39.052998,36.236,33.045002,38.916,40.353
181,36.735,36.676,36.034,38.199,37.595
182,37.047,34.244,35.669,33.553,38.974003
183,37.412,35.099,35.535,31.140001,38.481003
184,36.096,34.863,35.766,37.322998,36.283
185,36.207,35.625,34.439,36.769,36.071003
186,38.432,33.336002,33.257004,36.363,37.947
187,36.596,37.185,34.594997,35.648,36.899002
188,37.808,35.891003,32.952,35.762,34.515003
189,34.634003,36.049,33.564,29.581,35.88
190,35.979,34.658,32.455,28.737,34.189
191,36.214,34.768997,32.4,15.874,36.206
192,37.882,35.084,32.473,14.08,31.961002
193,38.327,35.116,33.638,15.370001,32.343002
194,37.841,32.479,33.809002,12.467999,29.99
195,37.957,31.383,34.254,12.2560005,29.336
196,38.857998,33.852,31.163,17.161999,24.545
197,37.73,32.906,32.46,15.352,26.136
198,37.103,33.044,31.172,23.472,29.374
199,38.39,30.714,29.504002,31.803001,33.804
200,39.175,31.298,30.08,28.573,34.339
201,37.894,31.547,31.351002,35.329002,36.420002
202,38.366,32.361,32.822998,34.242,33.24
203,38.594997,30.203001,29.711,34.619,36.474
204,37.125,30.317001,29.581001,35.601,36.273
205,37.189,29.421,30.688002,35.535004,34.208
206,37.373,32.194,30.203001,36.311,36.608997
207,38.476,33.797,30.724,34.861,38.401
208,36.635,35.634003,30.283,34.295,35.999
209,39.667,31.793001,29.599,34.313,35.828003
210,39.209,31.757,28.61,34.28,35.929
211,38.144,35.527,29.32,35.511,34.329002
212,38.809,31.439999,28.556,35.56,34.059
213,38.016,33.402,29.138,36.587997,36.611
214,39.565998,33.620003,30.881,36.114002,35.711998
215,39.372,34.321,30.929,34.012,34.918
216,39.403,35.264,27.41,35.623,35.49
217,40.473,35.66,29.279,35.402,35.962
218,37.666,32.503,30.33,34.602,36.709
219,39.59,35.055,30.526001,35.128002,36.302998
220,39.509,36.214,30.143002,34.931,36.482
221,38.366,32.994,29.977001,35.358,34.568
222,38.781,33.923,30.276001,36.541,36.384
223,38.253,33.463,28.828001,34.350002,35.624
224,39.817997,34.128002,28.736,34.072002,35.298
225,39.874,34.864,31.047,34.07,37.252003
226,40.084,32.48,31.672,37.389,37.463
227,38.906,34.895,31.505,35.375,37.809002
228,37.413,31.906002,30.848,36.06,35.142
229,39.065998,32.149,29.459,33.406,34.413002
230,36.293,34.544,31.976,34.983,34.763
231,36.726,32.463,30.955,33.705,34.55
232,37.34,34.584003,29.408,34.707,35.725
233,37.981,33.638,29.36,34.423,34.289
234,36.710003,34.377003,30.733,34.707,35.548
235,36.636,34.094,30.632,35.674004,32.504
236,36.364,33.027,30.139,36.34,27.358002
237,36.656998,35.378998,28.833,35.778004,34.549
238,36.221,34.349,30.661999,35.112,34.922
239,36.679,31.382002,31.485,33.494,34.263
240,35.468,30.691,29.059,34.245,34.522
241,33.135002,31.428999,27.059,33.094,32.819
242,32.031,31.0,28.074001,27.605999,31.699999
243,33.457,31.603,29.022999,33.297,30.3
244,31.498999,30.498,28.517,34.205997,32.995
245,29.69,27.130999,29.987001,29.537,33.482002
246,30.831999,30.043,30.102001,31.272001,31.966
247,23.102001,30.900002,28.525,28.918,25.365
248,25.941002,26.59,27.195002,31.549,21.147001
249,27.574999,29.769001,29.150002,32.88,24.193
250,32.837,31.115002,28.904001,29.321001,30.872
251,33.236,30.16,29.191002,30.373,30.403002
252,33.132,29.921999,27.165,25.252,26.075
253,33.439,29.405,28.075,25.755999,26.991
254,33.873997,22.463,29.22,24.796999,29.479
255,34.094997,29.455,29.556002,25.289,28.015999
256,34.086,29.224,26.145,31.151001,31.238
257,32.981003,30.89,26.868,31.945,30.22
258,32.579998,30.015999,28.639,31.402,30.423
259,34.673,29.965,27.42,31.658,28.416
260,34.725,28.778,28.185,32.108,31.928001
261,37.35,30.207,28.761002,30.550001,32.48
262,34.68,31.710001,28.567999,32.916,31.145
263,34.769997,26.823,26.911999,28.645,27.309
264,36.373997,26.271002,27.249,31.512001,26.039
265,35.526997,27.829,26.612,32.263,31.719002
266,35.166,22.394,26.744,33.057003,31.174
267,35.84,28.586,29.444,34.502,32.04
268,34.868,29.574001,29.129,35.181,33.478
269,35.653,29.99,28.747,33.557003,34.763
270,37.51,30.946,29.480001,35.026,30.597
271,36.755,30.919,28.835001,36.049004,35.208
272,34.972,30.727999,30.498001,37.204002,35.638
273,36.983997,33.039,29.508001,37.022,36.072998
274,37.088,33.071,29.594,37.272,37.466
275,38.803,32.493,30.009,39.031002,36.191
276,38.949,33.0,30.208002,38.146,34.021
277,38.912,34.003002,29.744001,39.775,37.269
278,39.434,33.545,30.427,40.350002,36.883
279,40.414,33.537003,29.929,39.162,37.628002
280,39.321,34.716003,29.916,37.726997,37.896
281,39.343998,35.102,31.286001,37.139,38.291
282,40.704,34.828,31.167002,40.309,38.956
283,40.208,33.367,29.414001,37.944,40.111
284,41.458,34.228,31.728,38.222,39.763
285,41.024,35.661003,34.219,38.522,39.788
286,41.57,37.543,34.445,37.44,40.503
287,41.274998,37.503002,31.047,37.914,40.156002
288,38.594997,37.034,30.984,39.466,38.641
289,39.5,35.923,31.835,36.409,37.953
290,41.242,34.885002,33.689003,35.865,37.488
291,41.051003,34.307,34.153,40.742,38.553
292,39.482998,35.79,31.938002,40.189003,41.622
293,39.819,35.116,31.516,39.052,41.075
294,38.704,34.937,34.383003,39.201,39.325
295,38.273003,37.143,32.725,36.765,37.795
296,41.559,33.613,31.18,36.401,39.194
297,41.177,34.307,33.207,39.177,37.386997
298,40.66,37.684,34.502003,40.961002,35.824
299,39.578,38.171,35.964,40.871002,38.526
300,41.245003,34.824,32.082,40.726,40.467
301,37.577,36.815,35.733,37.091,38.787003
302,41.816,37.649002,31.791,39.792004,40.013
303,37.937,35.474,29.233002,40.554,41.189003
304,40.051,35.829,29.176,40.733,35.75
305,40.439003,33.693,31.074,40.285,37.009
306,38.934002,37.966003,34.892,40.623,34.978
307,41.103,32.094997,29.428,35.81,35.933
308,37.679,32.102,30.583,41.169,40.481
309,23.167,35.052,32.618,38.904,40.413
310,34.126,33.698,31.056,40.232002,39.493
311,40.546,30.247,31.47,40.289,41.486
312,40.756,37.913998,34.914,39.81,40.782
313,39.298,37.774998,26.573,40.049004,41.291
314,36.795,34.872,35.867,39.622,38.912
315,36.438,35.706,35.954002,41.258,40.718002
316,40.746998,37.568,35.773003,40.294,39.379
317,38.804,34.187,35.371998,40.074,41.225
318,41.232,35.122,35.148003,38.25,40.572002
319,38.811,34.856,34.069,41.010002,40.957
320,38.741,35.417,35.127003,37.69,40.916
321,38.597,32.49,34.766003,40.301,41.449
322,38.291,36.048,35.035,38.429,40.431
323,36.767002,37.695004,34.651,38.445,39.961002
324,32.632,35.236,35.328003,38.373,41.010002
325,33.156,32.113003,35.779,36.189003,38.807
326,35.421997,33.763,32.546,36.59,37.334
327,37.065998,34.485,33.477,34.597,38.266
328,35.512,32.507,34.763,35.189003,37.452003
329,25.146002,33.315998,36.007,35.378002,35.236
330,35.112,33.919,35.897,34.539,37.849
331,37.754,35.247,35.719997,34.067,35.482998
332,37.781998,35.777,34.968002,34.315002,34.113
333,37.787,35.822002,33.939003,34.252,30.218
334,39.059,33.38,32.560997,26.359999,23.076
335,38.455,33.902,32.914,25.079,22.411
336,38.086002,33.735,33.169,23.571001,26.558998
337,38.954998,32.882,34.03,24.527,23.812
338,39.232,32.321,31.676,31.532001,33.059
339,39.512,33.126,32.461,28.487999,32.752
340,38.177002,33.007,30.848,30.676,27.18
341,38.932,31.063,33.314,34.319,24.972
342,38.319,32.075,31.893,33.243,30.681
343,38.674,31.9,31.516,35.112,34.454
344,39.875,33.517002,31.309002,34.203003,35.545002
345,37.690998,32.724,30.268002,34.88,35.223
346,38.822,33.778,30.481,33.587997,36.117
347,39.16,32.023003,30.36,34.419,34.958
348,38.655,31.522001,29.715,34.563,36.887
349,37.375,32.626,29.167002,37.14,34.82
350,38.418,31.806,28.172,35.114002,35.675003
351,39.865997,33.886,30.060001,34.327,37.181
352,38.382,32.906,31.713001,34.908,36.705
353,38.829,31.383999,30.792,34.204998,35.66
354,38.591,30.612,28.789,35.567,34.896
355,36.406998,32.648003,31.389,35.367,35.395
356,39.032,34.187,32.421,36.336002,35.201
357,37.553997,34.425,30.012001,35.330997,37.701
358,39.427998,33.552998,30.5,35.737,36.054
359,39.742,33.152,30.762001,37.09,36.031
360,40.525997,34.266,31.747002,36.133,35.915
361,38.979,34.995,30.502,35.328003,35.105
362,38.599003,34.644,30.916,36.241,36.374
363,37.745,32.658,29.027,35.02,35.882
364,39.079002,34.561,29.998,34.373,36.256
365,38.468,33.996998,31.04,35.437,37.352
366,36.748997,35.366,30.821001,35.593002,37.029
367,38.275,35.958,29.782,34.924004,37.288998
368,40.32,33.989998,31.344,35.393,36.571
369,39.29,34.169003,30.688002,34.028004,36.037003
370,36.338,32.48,30.395,33.5,36.412
371,39.294,32.426003,30.072,33.719997,36.485
372,38.658,31.435001,32.145,35.643,34.766003
373,38.288,34.661,29.615,34.978,36.177002
374,37.413,33.620003,28.844002,34.389,36.631
375,35.603,32.408,30.663002,36.12,36.934002
376,35.912003,34.184998,31.348,34.516,36.855
377,37.81,34.487,29.44,34.542004,34.759
378,38.22,32.266,28.847,34.659,33.805
379,36.427002,32.896,28.482,34.100002,34.124
380,36.068,32.431,28.932,35.392002,32.91
381,36.449,33.617,30.386,35.187,35.077
382,35.121,32.405,31.193,25.921999,28.761002
383,33.692,29.867,31.479,26.93,31.657999
384,20.526001,33.298,30.692,24.848,34.593
385,31.914,30.947,31.05,25.313,31.65
386,33.473,31.879002,29.74,25.807001,32.041
387,31.929998,32.469,29.308,25.362001,25.207
388,33.687,32.784,31.397999,27.064999,25.213999
389,27.728998,30.917,29.379,24.092,31.019001
390,30.59,32.006,30.328001,28.325,31.577002
391,28.605,31.684002,28.94,22.684,31.239002
392,27.843,30.279001,27.386002,20.374,25.85
393,23.794,30.03,28.197,20.066,23.602999
394,19.968,30.742,27.800001,18.891,17.534
395,22.023,31.038,28.534,21.782,17.275
396,23.981,30.865,30.098,22.53,20.138
397,27.621,31.036999,28.456001,23.015,20.688
398,26.419,30.57,27.756,24.639,29.708
399,25.679,31.215,30.279,26.664999,28.385
400,34.232998,29.495,28.014,24.428999,27.502998
401,34.111,30.577,28.493,26.164999,31.22
402,34.242,29.085001,26.329,30.427,28.332
403,34.211002,29.542,29.036001,27.312,30.946
404,34.943,28.961002,27.107,27.663,27.134
405,34.752,30.015001,29.305002,31.808,27.188
406,35.939,29.034,25.836,31.148,28.912
407,35.441,28.972002,26.79,29.835001,28.71
408,35.581,28.387001,26.702,28.769001,29.352001
409,36.304,22.140999,27.584002,28.741,28.026001
410,37.688,26.095001,27.602001,25.832,29.185001
411,34.864998,29.952,29.423,32.262,30.969
412,35.447,28.538,30.608,31.630999,33.312
413,35.565998,27.911,29.313,35.638,33.713
414,35.4,30.140999,27.750002,34.117,32.400997
415,37.385,29.437,28.359999,33.504,34.943
416,35.949997,30.573002,29.94,34.284,33.802002
417,36.125,31.119999,29.489,34.481,35.159
418,37.403,31.544,29.582,36.03,33.878002
419,39.168,30.880001,30.037,36.403,32.774
420,38.954,31.35,29.08,36.442,37.066
421,37.838997,30.938002,29.063,37.148,36.828003
422,40.691,33.079,29.493,35.717003,37.792
423,39.211002,32.637,31.527,36.746002,37.475
424,41.125,33.793003,28.274,37.572002,38.29
425,40.255,31.162,31.140999,40.295002,37.963
426,40.236,33.559002,29.334,39.876,39.747
427,39.825,30.416,31.34,35.847,39.25
428,41.869,33.364998,31.103,39.742,39.184998
429,39.847,36.822,32.173,38.313004,38.091
430,36.487,36.206,32.537,40.023,41.082
431,41.486,37.310997,33.167,38.884,40.45
432,41.94,37.396,36.320004,39.165,41.613
433,40.223,36.276,35.055,40.693,40.538002
434,38.714,37.187,34.884003,39.138,40.277
435,41.518997,34.783,35.535,38.999,40.447998
436,41.101,35.902,31.981,37.115,40.072
437,41.648,35.667,34.649002,38.733997,38.39
438,37.433,36.789,36.338,39.122,38.168
439,32.175,37.744003,34.139,38.804,39.363
440,40.732002,33.869,33.925,40.713,38.342
441,41.956,37.139,32.994003,40.181004,39.593
442,41.035,37.007,34.023003,40.345,36.012
443,37.936,34.458,33.363,41.127,35.184998
444,38.233,30.366999,30.919,38.461002,40.068
445,40.427,36.924,33.16,37.434,41.52
446,41.412,34.932,29.558,36.552,37.931
447,40.815002,32.94,34.952,38.721,38.325
448,41.012,35.217,35.123,39.569,38.483997
449,35.534,37.528,33.389004,40.224003,39.479
450,41.598,37.563,33.552998,40.891,40.716
451,41.485,35.242,31.37,40.045002,41.681
452,41.625,31.871,31.156,37.639,38.278
453,35.908,33.049,36.569,41.544,33.922
454,41.198,37.985,35.754997,39.733997,41.568
455,38.574,34.794003,36.008,40.715,40.508
456,39.067997,36.875,35.148003,38.922,36.882
457,37.908,37.446003,35.857002,38.004,39.875
458,41.533,37.138,35.99,39.468998,33.103
459,37.975998,35.7,33.081,37.339,41.423
460,40.594,32.134,32.957,35.132,38.913
461,39.645,31.837,36.305,39.747,34.2
462,40.456,35.525,31.357,40.745003,38.985
463,41.556,34.871,34.462997,40.960003,40.809
464,30.507,34.458,33.06,39.368,39.316998
465,40.672997,37.177002,31.316002,40.615997,40.606003
466,41.929,35.947998,20.380001,40.492,41.129
467,39.806,36.067,35.341,38.847,37.976
468,37.932,35.385002,35.484,40.622,40.762
469,39.973,37.264,34.252003,38.64,39.342
470,38.598,36.003002,27.887,37.89,39.938
471,36.889,33.976,34.378,37.296,38.431
472,39.161,38.172,32.123,38.291,37.239002
473,36.459,36.968002,31.309002,38.215,40.228
474,38.502003,35.079,31.32,36.806004,37.652
475,36.554,36.515,33.640003,39.002,37.996002
476,39.154,34.02,34.789,38.713,38.267
477,37.827,32.031,34.311,36.815,39.179
478,38.416,38.11,32.57,37.801,38.264
479,35.483,33.856,33.517,35.303,37.378998
480,36.891,35.645,33.1,37.322998,37.28
481,36.971,34.253,32.729,40.209,37.386997
482,38.977,35.208,31.459002,35.62,36.231
483,36.104,35.367,32.252,35.07,37.675
484,36.339,34.674,31.060001,34.165,35.830997
485,34.109997,34.011,30.433,34.538,37.405003
486,34.373,33.965,29.985,34.945,35.611
487,36.87,35.222,29.74,34.572998,36.107998
488,36.78,36.142002,32.259,35.769,37.378998
489,36.709,34.538998,31.56,36.603,36.506
490,38.098,35.004,31.856,36.268,34.863003
491,35.584,33.845,30.374,36.988,34.464
492,35.133,35.732998,31.496,33.395,30.578001
493,36.353,33.739002,31.276001,35.085003,34.684
494,36.818,33.910004,31.269001,35.954002,35.247
495,37.999,33.092003,30.826,35.531,32.987
496,36.166,34.584003,29.913,35.241,31.345001
497,36.956,36.814,30.651001,35.833,29.848999
498,35.535,35.393997,30.437,36.410004,35.421
499,37.107998,33.178,31.971,36.193,37.32
500,36.757,32.826,31.086,37.355,35.209
501,37.149002,33.653,32.415,36.714,35.001
502,38.559002,34.929,29.912,34.932003,31.991001
503,37.532,35.842003,31.533,36.437,33.94
504,37.859,34.211998,30.366001,37.064003,34.003
505,37.051,33.039,30.929,35.781002,36.206
506,36.190002,34.109,29.501999,36.312,34.891
507,37.504997,33.81,33.173,35.217003,34.111
508,36.631,35.975,31.182999,37.846,34.567
509,36.656998,33.977,30.125002,36.117,35.184002
510,37.029,33.738,30.497002,37.019,33.088
511,37.534,34.779,32.0,36.557003,34.529
512,36.942997,35.732002,29.731,37.509,35.32
513,36.771,35.687,30.885,37.457,35.622
514,36.514,33.737,30.371,36.165,36.046
515,37.89,35.06,29.553,35.945,35.779
516,36.742,35.554,31.33,36.538,34.174
517,36.6,35.652,31.085001,37.957,33.904
518,36.176,35.376,29.84,37.751,34.775
519,37.211998,34.253,30.804,37.127,37.003998
520,34.899,35.288002,30.229,34.74,35.301003
521,36.442,34.417,30.342001,36.486,34.773
522,35.297,36.295,30.015,37.014,35.776
523,37.877,34.226,29.799,35.080997,35.479
524,34.718998,35.608,31.565,35.921,35.21
525,34.936,34.550003,31.95,35.247,35.788998
526,37.323,33.146,30.629002,37.203003,34.143
527,33.837,36.121998,30.845001,35.094,34.581
528,35.48,34.218998,30.483,36.92,36.623
529,35.121,35.962,31.676,35.568,30.747
530,34.951,33.813,33.158,36.982002,34.406998
531,33.329,34.663002,30.609001,35.638,34.312
532,34.075,32.473,30.071001,36.624,33.056
533,32.533,35.371998,32.397003,34.884,33.393
534,35.221,32.971,28.978,33.879,32.348
535,33.67,33.985,29.1,33.361,30.055002
536,33.253998,31.732,28.258,34.417004,32.565998
537,33.431,31.896,31.395,33.483,33.347
538,35.057003,31.433,30.076,32.064003,31.367
539,33.608,32.761,29.272001,33.505,33.128
540,34.629997,31.035,30.8,33.053,32.46
541,32.9,31.303999,29.9,34.197998,30.574
542,35.413,30.191,28.535,35.353,32.640003
543,36.793,30.158,29.068,35.176,31.493
544,35.346,31.029999,28.154,33.505,29.914
545,35.097,29.529001,30.192001,34.945,31.752
546,34.805,32.127,29.531,35.847,32.727
547,34.823,31.072,27.406,35.362,33.197002
548,33.652,29.605999,29.471,33.395,32.263
549,36.232998,30.955,30.826,34.724003,34.627
550,35.633,30.635,29.676,32.928,33.456
551,36.385002,31.194002,31.073,33.878002,34.238
552,36.657997,30.742998,29.191002,35.872,33.907
553,34.857,32.187,28.274,34.67,32.276
554,37.379,31.258001,30.823,34.916,34.654
555,37.512,33.297,31.614002,32.974,36.33
556,36.938,32.239,32.885,34.653004,33.053
557,36.64,33.965,29.435,35.534,34.438
558,38.517002,33.232002,30.52,35.537,34.397
559,39.871002,34.456,30.085001,33.291,33.95
560,37.268997,32.464,31.559,35.260002,34.464
561,38.067997,30.823,29.887001,35.638,37.522
562,38.884003,34.208,31.561,37.586002,36.112
563,39.295998,33.128,30.490002,39.704998,36.746002
564,38.545,32.276,33.821003,36.125,36.54
565,41.248,36.458,28.817001,36.258,38.688
566,40.752,34.109,30.518,37.101997,38.931
567,40.996998,31.241,31.385,38.986,37.653
568,40.396,31.029,32.547,39.084,39.071
569,40.383,35.296,32.939,39.656002,40.41
570,41.441,35.051003,32.702,35.527,40.959003
571,40.056,36.515,32.946003,38.461998,38.064003
572,41.566998,33.995,33.6,39.182003,38.888
573,40.752,35.149002,35.776,36.433,41.152
574,40.631,33.815002,31.282,37.283,38.951
575,40.21,34.072,31.79,39.592003,38.939
576,39.47,34.238,29.932,37.174004,39.925
577,40.842,36.785,33.228,36.212,40.043
578,41.264,36.961,33.56,40.549004,37.368
579,41.329,15.201,36.48,40.902,40.958
580,40.205,13.924999,32.047,40.756,40.516
581,41.364998,33.685,33.017002,39.36,41.225998
582,40.011997,38.015003,33.697998,37.749,37.225998
583,40.463,36.931,36.282997,36.253002,38.197002
584,41.136997,34.172,35.437,38.579998,37.713
585,41.034,32.536,35.503,35.478,35.923
586,41.775,30.466,35.155,37.307003,34.353
587,39.131,32.251,31.258001,38.378002,38.497
588,38.093,37.221,31.848001,37.625,36.632
589,37.91,37.624,31.553999,40.775,38.567
590,38.141,34.133,32.12,39.81,37.43
591,38.277,36.786,36.296,40.748,35.358
592,40.863003,34.836002,34.634003,34.715,41.131
593,40.693,31.35,28.89,39.264,40.656
594,40.605,31.02,32.975002,40.588,40.59
595,40.246,37.781002,35.833,41.134,41.2
596,41.782,38.237003,36.314,36.078003,40.636
597,41.539,34.0,35.133,32.38,41.116
